,RunId,iteration,Step,width,height,density,biomass,variation,Fine,On Fire,Burned Out,Partially Burnt,Alived
448,444,74,39,100,100,0.65,5,0,5,0,6475,33,38
449,450,75,36,100,100,0.65,5,0,5,0,6461,50,55
450,449,74,44,100,100,0.65,5,5,5,0,5840,698,703
451,451,75,36,100,100,0.65,5,1,1,0,6365,209,210
452,452,75,39,100,100,0.65,5,2,5,0,6150,384,389
453,453,75,39,100,100,0.65,5,3,0,0,5962,551,551
454,456,76,36,100,100,0.65,5,0,1,0,6433,56,57
455,455,75,41,100,100,0.65,5,5,4,0,5774,732,736
456,454,75,41,100,100,0.65,5,4,13,0,5950,625,638
457,457,76,40,100,100,0.65,5,1,9,0,6231,225,234
458,459,76,40,100,100,0.65,5,3,14,0,5839,552,566
459,458,76,40,100,100,0.65,5,2,2,0,6151,354,356
460,460,76,46,100,100,0.65,5,4,9,0,5806,665,674
461,461,76,41,100,100,0.65,5,5,2,0,5664,766,768
462,463,77,38,100,100,0.65,5,1,9,0,6341,202,211
463,462,77,40,100,100,0.65,5,0,5,0,6379,58,63
464,464,77,40,100,100,0.65,5,2,10,0,6123,386,396
465,466,77,40,100,100,0.65,5,4,2,0,5844,649,651
466,465,77,39,100,100,0.65,5,3,3,0,6049,501,504
467,468,78,38,100,100,0.65,5,0,1,0,6482,36,37
468,467,77,40,100,100,0.65,5,5,16,0,5758,739,755
469,469,78,40,100,100,0.65,5,1,10,0,6276,201,211
470,470,78,38,100,100,0.65,5,2,0,0,6094,396,396
471,471,78,40,100,100,0.65,5,3,2,0,6038,499,501
472,472,78,41,100,100,0.65,5,4,5,0,5806,655,660
473,473,78,39,100,100,0.65,5,5,6,0,5796,725,731
474,475,79,38,100,100,0.65,5,1,10,0,6304,199,209
475,477,79,39,100,100,0.65,5,3,3,0,6011,485,488
476,474,79,38,100,100,0.65,5,0,5,0,6473,37,42
477,478,79,42,100,100,0.65,5,4,4,0,5886,645,649
478,476,79,41,100,100,0.65,5,2,6,0,6141,367,373
479,479,79,42,100,100,0.65,5,5,3,0,5723,731,734
480,481,80,40,100,100,0.65,5,1,0,0,6307,226,226
481,480,80,40,100,100,0.65,5,0,5,0,6341,50,55
482,482,80,39,100,100,0.65,5,2,5,0,6184,352,357
483,483,80,40,100,100,0.65,5,3,9,0,5985,532,541
484,485,80,43,100,100,0.65,5,5,5,0,5917,669,674
485,484,80,40,100,100,0.65,5,4,9,0,5878,655,664
486,486,81,38,100,100,0.65,5,0,8,0,6502,50,58
487,488,81,39,100,100,0.65,5,2,6,0,6074,353,359
488,487,81,40,100,100,0.65,5,1,2,0,6271,205,207
489,489,81,39,100,100,0.65,5,3,10,0,5935,513,523
490,490,81,41,100,100,0.65,5,4,2,0,5833,623,625
491,491,81,41,100,100,0.65,5,5,4,0,5773,701,705
492,492,82,38,100,100,0.65,5,0,11,0,6403,48,59
493,493,82,38,100,100,0.65,5,1,7,0,6306,217,224
494,494,82,38,100,100,0.65,5,2,2,0,6153,372,374
495,495,82,44,100,100,0.65,5,3,2,0,5897,511,513
496,498,83,41,100,100,0.65,5,0,5,0,6482,35,40
497,496,82,41,100,100,0.65,5,4,4,0,5817,629,633
498,497,82,39,100,100,0.65,5,5,9,0,5829,684,693
499,499,83,39,100,100,0.65,5,1,2,0,6285,209,211
500,500,83,38,100,100,0.65,5,2,8,0,6193,375,383
501,501,83,40,100,100,0.65,5,3,8,0,5964,543,551
502,502,83,40,100,100,0.65,5,4,3,0,5875,611,614
503,503,83,42,100,100,0.65,5,5,4,0,5663,736,740
504,504,84,38,100,100,0.65,5,0,24,0,6429,45,69
505,505,84,38,100,100,0.65,5,1,7,0,6250,220,227
506,507,84,39,100,100,0.65,5,3,2,0,6009,472,474
507,506,84,41,100,100,0.65,5,2,3,0,6005,408,411
508,508,84,40,100,100,0.65,5,4,8,0,5866,617,625
509,509,84,40,100,100,0.65,5,5,8,0,5725,718,726
510,510,85,37,100,100,0.65,5,0,7,0,6457,51,58
511,511,85,41,100,100,0.65,5,1,6,0,6211,202,208
512,512,85,38,100,100,0.65,5,2,5,0,6109,404,409
513,513,85,41,100,100,0.65,5,3,1,0,5911,493,494
514,514,85,39,100,100,0.65,5,4,6,0,5865,630,636
515,515,85,40,100,100,0.65,5,5,5,0,5808,694,699
516,516,86,38,100,100,0.65,5,0,2,0,6459,54,56
517,517,86,41,100,100,0.65,5,1,0,0,6327,171,171
518,518,86,40,100,100,0.65,5,2,8,0,6037,401,409
519,519,86,40,100,100,0.65,5,3,5,0,6019,512,517
520,520,86,40,100,100,0.65,5,4,7,0,5807,657,664
521,522,87,39,100,100,0.65,5,0,5,0,6436,51,56
522,521,86,40,100,100,0.65,5,5,7,0,5802,696,703
523,524,87,40,100,100,0.65,5,2,1,0,6072,398,399
524,523,87,38,100,100,0.65,5,1,8,0,6399,187,195
525,528,88,37,100,100,0.65,5,0,4,0,6492,57,61
526,527,87,41,100,100,0.65,5,5,1,0,5743,740,741
527,525,87,40,100,100,0.65,5,3,2,0,5995,525,527
528,529,88,39,100,100,0.65,5,1,4,0,6283,210,214
529,531,88,42,100,100,0.65,5,3,9,0,5998,513,522
530,526,87,43,100,100,0.65,5,4,4,0,5808,648,652
531,530,88,40,100,100,0.65,5,2,7,0,6169,377,384
532,534,89,37,100,100,0.65,5,0,1,0,6450,47,48
533,532,88,42,100,100,0.65,5,4,5,0,5956,589,594
534,533,88,43,100,100,0.65,5,5,6,0,5673,746,752
535,536,89,38,100,100,0.65,5,2,6,0,6002,420,426
536,535,89,40,100,100,0.65,5,1,3,0,6243,211,214
537,537,89,42,100,100,0.65,5,3,5,0,5987,512,517
538,538,89,42,100,100,0.65,5,4,2,0,5758,705,707
539,539,89,43,100,100,0.65,5,5,6,0,5666,760,766
540,540,90,39,100,100,0.65,5,0,2,0,6430,37,39
541,541,90,40,100,100,0.65,5,1,6,0,6295,196,202
542,542,90,41,100,100,0.65,5,2,3,0,6090,379,382
543,543,90,39,100,100,0.65,5,3,5,0,6040,514,519
544,545,90,43,100,100,0.65,5,5,4,0,5813,721,725
545,544,90,41,100,100,0.65,5,4,5,0,5793,637,642
546,546,91,36,100,100,0.65,5,0,3,0,6512,43,46
547,548,91,37,100,100,0.65,5,2,3,0,6144,385,388
548,547,91,38,100,100,0.65,5,1,4,0,6296,202,206
549,550,91,43,100,100,0.65,5,4,3,0,5873,635,638
550,551,91,42,100,100,0.65,5,5,8,0,5810,723,731
551,549,91,39,100,100,0.65,5,3,11,0,5959,532,543
552,552,92,40,100,100,0.65,5,0,5,0,6422,31,36
553,553,92,38,100,100,0.65,5,1,17,0,6218,195,212
554,554,92,38,100,100,0.65,5,2,7,0,6079,392,399
555,555,92,40,100,100,0.65,5,3,10,0,5945,513,523
556,557,92,43,100,100,0.65,5,5,7,0,5677,739,746
557,558,93,38,100,100,0.65,5,0,4,0,6508,33,37
558,556,92,41,100,100,0.65,5,4,5,0,5862,647,652
559,559,93,39,100,100,0.65,5,1,4,0,6299,226,230
560,560,93,40,100,100,0.65,5,2,1,0,6131,404,405
561,561,93,40,100,100,0.65,5,3,4,0,5994,522,526
562,563,93,40,100,100,0.65,5,5,3,0,5783,727,730
563,562,93,40,100,100,0.65,5,4,6,0,5826,650,656
564,564,94,35,100,100,0.65,5,0,0,0,6454,45,45
565,565,94,39,100,100,0.65,5,1,6,0,6337,192,198
566,566,94,39,100,100,0.65,5,2,6,0,6142,417,423
567,567,94,41,100,100,0.65,5,3,6,0,5946,545,551
568,568,94,40,100,100,0.65,5,4,6,0,5851,658,664
569,569,94,42,100,100,0.65,5,5,1,0,5833,705,706
570,570,95,36,100,100,0.65,5,0,5,0,6459,46,51
571,571,95,39,100,100,0.65,5,1,5,0,6406,202,207
572,572,95,40,100,100,0.65,5,2,5,0,6156,360,365
573,573,95,39,100,100,0.65,5,3,6,0,6011,542,548
574,574,95,40,100,100,0.65,5,4,8,0,5890,609,617
575,576,96,38,100,100,0.65,5,0,10,0,6516,53,63
576,575,95,42,100,100,0.65,5,5,1,0,5779,720,721
577,577,96,38,100,100,0.65,5,1,9,0,6294,198,207
578,578,96,42,100,100,0.65,5,2,9,0,6003,409,418
579,579,96,40,100,100,0.65,5,3,1,0,5971,533,534
580,580,96,40,100,100,0.65,5,4,1,0,5957,611,612
581,581,96,42,100,100,0.65,5,5,11,0,5738,716,727
582,582,97,35,100,100,0.65,5,0,0,0,6452,41,41
583,583,97,40,100,100,0.65,5,1,2,0,6358,182,184
584,584,97,40,100,100,0.65,5,2,4,0,5978,406,410
585,586,97,38,100,100,0.65,5,4,2,0,5855,641,643
586,585,97,39,100,100,0.65,5,3,1,0,5884,525,526
587,588,98,39,100,100,0.65,5,0,7,0,6374,43,50
588,589,98,38,100,100,0.65,5,1,10,0,6358,200,210
589,587,97,42,100,100,0.65,5,5,4,0,5714,708,712
590,590,98,41,100,100,0.65,5,2,2,0,6127,385,387
591,591,98,38,100,100,0.65,5,3,7,0,5969,509,516
592,592,98,43,100,100,0.65,5,4,7,0,5794,657,664
593,593,98,45,100,100,0.65,5,5,0,0,5696,739,739
594,594,99,38,100,100,0.65,5,0,5,0,6495,50,55
595,595,99,39,100,100,0.65,5,1,3,0,6336,192,195
596,596,99,40,100,100,0.65,5,2,3,0,6222,350,353
597,597,99,39,100,100,0.65,5,3,4,0,5943,518,522
598,598,99,42,100,100,0.65,5,4,1,0,5867,643,644
599,599,99,42,100,100,0.65,5,5,0,0,5795,697,697
